category,name,developer,description,image,tag,rating,rating_count,install_count
Productivity & Efficiency,Update Magic #1,Monday Man LLC,A Magical UPDATES Toolbox - The ultimate collection update power-ups to make your updates... magic!,https://dapulse-res.cloudinary.com/image/upload/v1667837676/monday-apps-marketplace/Update%20Magic%201/Update_Magic_Icon.png,,,,1K
Productivity & Efficiency,GatePing,Evatro,Connect your private applications and import your data to monday boards via web services.,https://dapulse-res.cloudinary.com/image/upload/v1666785774/monday-apps-marketplace/GatePing/Icon_2.png,,,,220
Productivity & Efficiency,Async Poker,Do Async,"Planning Poker for estimating your backlog in an async way for collocated, distributed, remote teams",https://dapulse-res.cloudinary.com/image/upload/v1666375042/monday-apps-marketplace/Async%20Planning%20Poker/logo-192x192.png,,,,231
Productivity & Efficiency,Timeline to Date,b-lab,Automatically synchronize Timeline and Date column,https://dapulse-res.cloudinary.com/image/upload/v1665892777/monday-apps-marketplace/Timeline%20to%20Date%20%28b-lab%29/DTT_icon_192x192.png,,,,313
Productivity & Efficiency,Google Sheets Embedder,Presago,Add Google Sheets spreadsheets anywhere in monday.com,https://dapulse-res.cloudinary.com/image/upload/v1664559138/monday-apps-marketplace/Google%20Sheets%20Embedder%20%28Presago%29/logo.png,,,,9.2K
Productivity & Efficiency,Google Slides Embedder,Presago,Add Google Slides presentations anywhere in monday.com,https://dapulse-res.cloudinary.com/image/upload/v1664558191/monday-apps-marketplace/Google%20Slides%20Embedder%20%28Presago%29/icon.png,,,,1.1K
Productivity & Efficiency,Microsoft Visio Embedder,Presago,Add Microsoft Visio charts and diagrams anywhere in monday.com,https://dapulse-res.cloudinary.com/image/upload/v1664557125/monday-apps-marketplace/Microsoft%20Visio%20Embedder%20%28Presago%29/icona.png,,,,940
Productivity & Efficiency,Visme,Visme,"Design presentations, documents, & more, and embed them into your monday.com boards & docs",https://dapulse-res.cloudinary.com/image/upload/v1662651370/monday-apps-marketplace/Visme/App_ICons.png,,,,697
Productivity & Efficiency,VideoNotes,Moveo Group,VideoNotes enables your team to collaborate on your board videos in a new and efficient way.,https://dapulse-res.cloudinary.com/image/upload/v1661788442/monday-apps-marketplace/VideoNotes/icon_6.png,,,,485
Productivity & Efficiency,Time in Status,SaaSJet,This app helps track Time in Status for your monday tasks in a convenient way.,https://dapulse-res.cloudinary.com/image/upload/v1664462867/monday-apps-marketplace/Time%20in%20Status/v2/Logo.png,,,,1.6K
Productivity & Efficiency,Microsoft Stream Embedder,Presago,Add Microsoft Stream videos anywhere in monday.com,https://dapulse-res.cloudinary.com/image/upload/v1660233707/monday-apps-marketplace/Microsoft%20Stream%20Embedder/icona_1.png,,,,153
Productivity & Efficiency,Clockhound,"Herzum North America, Inc.",Clockhound: time-tracking and reporting. Enter hours and billing codes from item view or mobile.,https://dapulse-res.cloudinary.com/image/upload/v1659949681/monday-apps-marketplace/clockhound/APPICON_Mesa_de_trabajo_1.png,,,,381
Productivity & Efficiency,Autofill Group Name,b-lab,Automatically fill group name to dropdown list column.,https://dapulse-res.cloudinary.com/image/upload/v1659343087/monday-apps-marketplace/Autofill%20Group%20name/drop_down_list_192x192_1.png,,,,77
Productivity & Efficiency,Sketch Designs,42nd,Sketch Designs makes it super easy to share Sketch files across your organization.,https://dapulse-res.cloudinary.com/image/upload/v1659367416/monday-apps-marketplace/Sketch%20Designs/app-icon_7.png,,,,69
Productivity & Efficiency,AKITA Zero-Trust,EdgeDefence LTD,View and Manage Security Posture of Hybrid Employee Home Network,https://dapulse-res.cloudinary.com/image/upload/v1659356055/monday-apps-marketplace/AKITA%20Zero-Trust/ic_akita.png,,,,60
Productivity & Efficiency,Subitems Timetracking App,Cartagon AX Cloud S.L.,"Present the time spent on the subitems in time tracking columns, presenting as a percentage.",https://dapulse-res.cloudinary.com/image/upload/v1659341796/monday-apps-marketplace/Subitems%20Timetracking%20App/App_Icon_Template_2.png,,,,213
Productivity & Efficiency,Toolkit,Kolaai,Easy copy and paste into monday.com,https://dapulse-res.cloudinary.com/image/upload/v1658072439/monday-apps-marketplace/ToolKit/Toolkit_-Icon.png,,,,581
Productivity & Efficiency,HubSpot Forms Embedded,David Simpson Apps,Effortlessly embed HubSpot Forms in monday.com.,https://dapulse-res.cloudinary.com/image/upload/v1656950687/monday-apps-marketplace/Hubspot%20Forms%20Embedded/hubspot-forms-app-icon-blue.png,,,,377
Productivity & Efficiency,Microsoft Power BI Embedded,David Simpson Apps,Effortlessly embed Microsoft Power BI dashboards and reports in monday.com.,https://dapulse-res.cloudinary.com/image/upload/v1656949816/monday-apps-marketplace/MICROSOFT%20POWER%20BI/microsoft-power-bi-app-icon-blue.png,,,,1.5K
Productivity & Efficiency,Google Forms Embedded,David Simpson Apps,Effortlessly embed Google Forms in monday.com.,https://dapulse-res.cloudinary.com/image/upload/v1656948380/monday-apps-marketplace/Google%20Forms%20Embedded/google-forms-app-icon-blue.png,,,,3.3K
Productivity & Efficiency,Dropcontact by iNet Process,iNet Process,Enrich and find business emails of all your B2B contacts and companies automatically.,https://dapulse-res.cloudinary.com/image/upload/v1654525653/monday-apps-marketplace/DropContact/icone-dropcontact-marketplace.png,,,,103
Productivity & Efficiency,Auto Connect,Omnitas Consulting AB,Auto Connect is automatically linking items across multiple boards.,https://dapulse-res.cloudinary.com/image/upload/v1653838221/monday-apps-marketplace/Auto%20Connect/icon192.png,,,,744
Productivity & Efficiency,TaskMagic,Master Concept,Make tasks fun and rewarding - level up your avatar and see lifetime progress the more you complete!,https://dapulse-res.cloudinary.com/image/upload/v1651158909/monday-apps-marketplace/TaskMagic/v2.png,,,,1.6K
Productivity & Efficiency,Standup,Serandibsoft,Host asynchronous recurring Standup meetings in monday.com,https://dapulse-res.cloudinary.com/image/upload/v1650534966/monday-apps-marketplace/Standup/icon_2.png,,,,541
Productivity & Efficiency,Praises,Serandibsoft,Celebrate & recognize great work within your organization.,https://dapulse-res.cloudinary.com/image/upload/v1649607344/monday-apps-marketplace/Praises/icon_1.png,,,,665
Productivity & Efficiency,ProofEasy,RightCliQ Solutions (Singapore) PTE LTD,"A one-stop-shop for securing, verifying & sharing documents using QR code & Blockchain technology",https://dapulse-res.cloudinary.com/image/upload/v1649271007/monday-apps-marketplace/ProofEasy/PE_MONDAY_APP_ICON.jpg,,,,95
Productivity & Efficiency,User Substitution App,Cartagon AX Cloud S.L.,"Replaces users on all boards that you select, saving time with the replacement process.",https://dapulse-res.cloudinary.com/image/upload/v1648732223/monday-apps-marketplace/User%20Subtitution%20App/App_Icon_Template.png,,,,44
Productivity & Efficiency,Pro Backup,B4B IT bv to Pro Backup bv.,"Get daily, automated backups of your monday.com account. Easily restore or rollback tasks & boards.",https://dapulse-res.cloudinary.com/image/upload/v1648483169/monday-apps-marketplace/Pro%20Backup/App_Icon_Template_1_1.png,,,,518
Productivity & Efficiency,Paysaro,Kolaai,"Paysaro enables you to create invoices, quotes, estimates, etc using items right from your boards.",https://dapulse-res.cloudinary.com/image/upload/v1646666098/monday-apps-marketplace/Paysaro/Paysaro192.png,,,,1.5K
Productivity & Efficiency,Voicer,Boost Moveo LTD,Voicer app lets you record easy voice description audios about your tasks & share them with your team,https://dapulse-res.cloudinary.com/image/upload/v1646650260/monday-apps-marketplace/voicer/Voicer_App_Icon_192x192.jpg,,,,1.1K
Productivity & Efficiency,Sync Subitem Timeline,Excellent Team,Keep start + end Date columns in sync with your Timeline column within the subitems (or visa versa).,https://dapulse-res.cloudinary.com/image/upload/v1643639219/monday-apps-marketplace/Sync%20Subitems%20Timeline/Sync_Subitem_Timeline_logo.png,,,,335
Productivity & Efficiency,Item Description,SpicyTab,Item Description app allows you to set rich-text descriptions for each of your project items,https://dapulse-res.cloudinary.com/image/upload/v1660156079/monday-apps-marketplace/Item%20Description/App_Icon_10.png,,,,1.8K
Productivity & Efficiency,iFrame Embedded,Collabsoft,"Any page you can visit, can now be embedded as Dashboard widget or Board view!",https://dapulse-res.cloudinary.com/image/upload/v1659967248/monday-apps-marketplace/Embedded%20iFrame/iFrame_Embedded_-_Logo_Export.png,,,,3.3K
Productivity & Efficiency,HTML Embedded,Collabsoft,HTML right into monday.com! Anything you can build in HTML can now be added to monday.com,https://dapulse-res.cloudinary.com/image/upload/v1640872585/monday-apps-marketplace/Embedded%20HTML/Embedded_HTML_-_Icon.png,,,,2.4K
Productivity & Efficiency,Gliffy by Perforce,Perforce Software,Create everything from technical diagrams to flowcharts — all without ever leaving monday.com.,https://dapulse-res.cloudinary.com/image/upload/v1637595214/monday-apps-marketplace/Gliffy/icon-gliffy-monday.png,,,,1.1K
Productivity & Efficiency,Delayed Status Change,Excellent Team,When a status change to something and a configurable timer expires change status to something.,https://dapulse-res.cloudinary.com/image/upload/v1637165295/monday-apps-marketplace/Delayed%20Status%20Change/Delayed_Status_Change_logo.png,,,,171
Productivity & Efficiency,AutoID Subitems,Excellent Team,AutoID Subitems let you configure a highly customizable auto increment ID for subitems,https://dapulse-res.cloudinary.com/image/upload/v1635778465/monday-apps-marketplace/AutoID%20Subitems/AutoID_Subitems_logo_1.png,,,,309
Productivity & Efficiency,Beautiful.ai,Beautiful.ai,Create stunning presentations in minutes. No design skills needed.,https://dapulse-res.cloudinary.com/image/upload/v1633955751/Beautiful%20ai/App_icon_1_1.png,,,,4.1K
Productivity & Efficiency,E360,"Empyra.com, Inc.",App allows students to use monday.com as a one stop location to track their assignments and submit them in Canvas.,https://dapulse-res.cloudinary.com/image/upload/v1633899294/Assignment%20Tracking%20for%20students%20-%20canvas/atsf_Icon.png,,,,312
Productivity & Efficiency,Hootsuite,Hootsuite Inc.,"Streamline your social media campaigns workflows - plan, track and publish all posts from one place.",https://dapulse-res.cloudinary.com/image/upload/v1630837546/monday-apps-marketplace/Hootsuite/Hootsuite_-_Icon.png,,,,6K
Productivity & Efficiency,Vantage Circle,Bargain Technologies Pvt. Ltd.,Vantage Circle is a cloud-based AI powered solution to increase your company’s employee engagement,https://dapulse-res.cloudinary.com/image/upload/v1630508281/monday-apps-marketplace/vantage%20circle/vc-appicon_1.png,,,,108
Productivity & Efficiency,Esti - Estimation Helper,Moveo HLS LTD,"Esti seeks similar items across your workspaces, giving you information for task time estimation",https://dapulse-res.cloudinary.com/image/upload/v1630506571/monday-apps-marketplace/esti/esti_Logo_1.jpg,,,,918
Productivity & Efficiency,CopyURL,PURPLE - Software Playground,Copy the URL of tasks from your favorite projects,https://dapulse-res.cloudinary.com/image/upload/v1630418806/monday-apps-marketplace/CopyURL/App_Icon_Template.jpg,,,,566
Productivity & Efficiency,Coding Streaks,Cory Althoff,Coding Streaks helps you learn to program by keeping track of how often you are practicing coding.,https://dapulse-res.cloudinary.com/image/upload/v1629120561/monday-apps-marketplace/Coding%20Streaks/large-Streaks_resized.png,,,,212
Productivity & Efficiency,TMetric,Devart,"TMetric is an advanced time tracking app with screenshots capturing, time off calendar, payroll, billing & invoicing",https://dapulse-res.cloudinary.com/image/upload/v1626955007/monday-apps-marketplace/tmetric/TMetric_icon_1.png,,,,723
Productivity & Efficiency,SpreadsheetWeb Apps,"Pagos, Inc.",Build no-code applications from Excel spreadsheets and embed into your board.,https://dapulse-res.cloudinary.com/image/upload/v1625486213/monday-apps-marketplace/SpreadsheetWeb%20Apps/large-SpreadsheetWeb-Developer-Icon.png,,,,599
Productivity & Efficiency,CatchApp Bookings,CatchApp,"CatchApp Bookings is an intuitive scheduling tool made for professionals, to save time.",https://dapulse-res.cloudinary.com/image/upload/v1625149643/monday-apps-marketplace/Catchapp%20Bookings/Monday-CatchAppIcon_192px_1.png,,,,1.2K
Productivity & Efficiency,NetSuite Integration app,KPMG - Israel,Connect your NetSuite and monday.com Work OS to automatically get real time data visibility,https://dapulse-res.cloudinary.com/image/upload/v1625053551/monday-apps-marketplace/NETSUITE/icon2.png,,,,449
Productivity & Efficiency,Team View,Serandibsoft,"Manage workload & resources of your team with capacity limits, workload graphs & people cards.",https://dapulse-res.cloudinary.com/image/upload/v1624355369/monday-apps-marketplace/Team%20View/Team_View_Icon_-_192x192.png,,,,7.2K
Productivity & Efficiency,Match Index Column,Excellent Team,MIC copies a cell from source board(s) to the target board on matching values in the match columns.,https://dapulse-res.cloudinary.com/image/upload/v1623336918/monday-apps-marketplace/Match%20Index%20Column/Match_Index_Column.png,,,,375
Productivity & Efficiency,Agile Retrospectives,"Catapult Labs, LLC",Run engaging and customizable retrospectives inside monday.com!,https://dapulse-res.cloudinary.com/image/upload/v1621878180/monday-apps-marketplace/Agile%20Retrospectives/App_Icon-Retros.png,,,,885
Productivity & Efficiency,eMaps,Eligeo Business Solutions,Route planning from a monday.com dashboard,https://dapulse-res.cloudinary.com/image/upload/v1621877703/monday-apps-marketplace/Eligo/eMAPS/eMAPS_Icon.png,,,,2.8K
Productivity & Efficiency,Data Clean,Synolia,"Easily track, merge & remove duplicates from a board",https://dapulse-res.cloudinary.com/image/upload/v1619343550/monday-apps-marketplace/Data%20Clean/dataCleanApp-icon.jpg,,,,2.4K
Productivity & Efficiency,SpreadsheetWeb,"Pagos, Inc.",Turn spreadsheet calculations into monday.com applications,https://dapulse-res.cloudinary.com/image/upload/v1618387448/monday-apps-marketplace/SpreadsheetWeb/SpreadsheetWeb-Developer-Icon.png,,,,708
Productivity & Efficiency,Freshdesk,Freshworks,"Connect your support team to your product, engineering and sales teams and streamline customer requests to your team.",https://dapulse-res.cloudinary.com/image/upload/v1618386508/monday-apps-marketplace/Freshdesk/Freshdesk_logo.png,,,,1.7K
Productivity & Efficiency,Date Controlled Groups,Excellent Team,With this app your items are reordered at moved to groups based on the “time left until deadline”.,https://dapulse-res.cloudinary.com/image/upload/v1618385103/monday-apps-marketplace/Date%20Controlled%20Groups/Date_Controlled_Groups_logo.png,,,,190
Productivity & Efficiency,Conversations,Omnitas Consulting AB,Collect & show updates from all linked items in one place with Conversations App for monday.com,https://dapulse-res.cloudinary.com/image/upload/v1618384261/monday-apps-marketplace/Conversations/Conversations_-_logo.png,,,,1.4K
Productivity & Efficiency,Bitskout,Bitskout OÜ,Use the power of AI to easily sort through tedious tasks. Save your time while getting more done with less effort.,https://dapulse-res.cloudinary.com/image/upload/v1669917936/monday-apps-marketplace/Bitskout/v3/appLogo.png,,,,385
Productivity & Efficiency,Linked Items,Deviniti Sp. z o.o.,Connect tasks in many different ways and get an overview of all their relations.,https://dapulse-res.cloudinary.com/image/upload/v1615135485/monday-apps-marketplace/Linked%20Items/Linked_Items_-_Logo.png,,,,2.6K
Productivity & Efficiency,Dashboards by Screenful,Screenful,Visual dashboards and automated team status reports for monday.com,https://dapulse-res.cloudinary.com/image/upload/v1613492689/monday-apps-marketplace/Dashboards%20by%20Screenful/icon_192.png,,,,2.5K
Productivity & Efficiency,Rollup Multiple Boards,Excellent Team,"Rollup numbers, status, timeline or time spent from any number of boards to a higher level.",https://dapulse-res.cloudinary.com/image/upload/v1613061246/monday-apps-marketplace/Rollup%20Multiple%20Boards/Rollup_Multiple_Boards_logo.png,,,,960
Productivity & Efficiency,Round Robin Assignments,Excellent Team,The app let you select a team. When a new item is created the next person is picked from this team.,https://dapulse-res.cloudinary.com/image/upload/v1613040843/monday-apps-marketplace/Round%20Robin%20Assignments/Round_Robin_Assignments_logo.png,,,,349
Productivity & Efficiency,CircleCI,Beerd van de Streek,Keep track of your CircleCI builds. You can create widgets and automations.,https://dapulse-res.cloudinary.com/image/upload/v1612778266/monday-apps-marketplace/CircleCI/circleci.png,,,,285
Productivity & Efficiency,Luxie Tech for Xero,Luxie Tech,"Connect the power of monday.com with Xero to automate your invoicing, payroll and contacts.",https://dapulse-res.cloudinary.com/image/upload/v1612283572/monday-apps-marketplace/Xero/App_Icon-01.jpg,,,,1.2K
Productivity & Efficiency,Bottlenecks,Serandibsoft,Easily identify bottlenecks in your projects and see who's performing well.,https://dapulse-res.cloudinary.com/image/upload/v1609686916/monday-apps-marketplace/Bottelnecks/icon_1.png,,,,2.6K
Productivity & Efficiency,Notes,Barefoot Australia Pty Ltd,"Notes provides a dedicated board view oriented to note keeping and oriented around a calendar organization experience. Notes allows users to record and view information relevant to a board, not just board items. Notes includes templates to make note takin",https://dapulse-res.cloudinary.com/image/upload/v1609432156/monday-apps-marketplace/notes/notes-icon-192x192.png,,,,5.7K
Productivity & Efficiency,Live Collab,Aparak,"Live collaborative app for sprint planning on monday. Think of it as a Google docs, plus planning poker in one app. Oh! Also, there is a timer that is synced among your teammates!",https://dapulse-res.cloudinary.com/image/upload/v1615818270/monday-apps-marketplace/LiveCollab/app-icon-logo-only.png,,,,2.1K
Productivity & Efficiency,Appgami Retrospectives,Appgami,Versatile app for agile teams run engaging and fun retrospectives right inside monday.com,https://dapulse-res.cloudinary.com/image/upload/v1606666443/monday-apps-marketplace/Appgami%20Retrospectives/Icon_1.png,,,,661
Productivity & Efficiency,Priority Cards,Polished Geek,Visualize and prioritize Items on your board as fun and flexible mini-cards,https://dapulse-res.cloudinary.com/image/upload/v1606228703/monday-apps-marketplace/Priority%20Cards/priority_cards_icon_192x192_1.png,,,,3.9K
Productivity & Efficiency,Voice Updates,Yuriy Klyuch,Listen to changes on your board in realtime using your browser built-in Text-to-Speech,https://dapulse-res.cloudinary.com/image/upload/v1605031495/monday-apps-marketplace/Voice%20Updates/bitmapIcon.jpg,,,,770
Productivity & Efficiency,Status Controlled Groups,Excellent Team,Status Controlled Groups lets you transform your monday board groups to project or process stages.,https://dapulse-res.cloudinary.com/image/upload/v1606823599/monday-apps-marketplace/Excellent%20Team/status%20controlled%20group/Icon%20-%20v2/Status_Controlled_Groups_logo.png,,,,182
Productivity & Efficiency,Retrospective Tools,SNG Technologies Ltd.,"Discover performance bottlenecks and analyse workflow in-depth with animations of project history, charts and statistics.",https://dapulse-res.cloudinary.com/image/upload/v1603645835/monday-apps-marketplace/Retrospective%20Tools/logo-192x192-trans.png,,,,2.4K
Productivity & Efficiency,OP.Sign Digital e-Signature,Pangolin Labs LTD,OP. enables every team to digitally sign off on everything and instantly create agreements when and where they are needed,https://dapulse-res.cloudinary.com/image/upload/v1602713548/monday-apps-marketplace/OPSign/OP.Sign_Icon.png,,,,4.9K
Productivity & Efficiency,Combined Board View,Tomorrow's Tools,"See and manage work across all boards, with any filters you choose",https://dapulse-res.cloudinary.com/image/upload/v1604706681/monday-apps-marketplace/Tuesday%27s%20Tools/v2/app_icon.png,Editor's choice,,,11K
Productivity & Efficiency,1View,Serandibsoft,"Make your Dream View in monday to manage, update and track everything at one single place",https://dapulse-res.cloudinary.com/image/upload/v1602019696/monday-apps-marketplace/1View/1view.png,Editor's choice,,,21.5K
Integrations,Boost Gmail for monday.com,Boost Moveo LTD,Easily convert your emails into monday.com items!,https://dapulse-res.cloudinary.com/image/upload/v1692109133/monday-apps-marketplace/Boost%20Gmail%20for%20monday/v2/Gmail_logo_6.png,,4.8,45,941
Integrations,E.S.L's Outlook Integration,E.S.L Software Systems L.t.d.,Save time by switching between monday.com and Outlook more easily.,https://dapulse-res.cloudinary.com/image/upload/v1637494785/E.S.L%27s%20outlook%20integration/E.S.Ls-outlook-Integration-final.png,,4.1,10,6.4K
Integrations,Azure DevOps Integration App,KPMG - Israel,Seamlessly manage your entire development process by connecting Azure DevOps and monday.com Work OS,https://dapulse-res.cloudinary.com/image/upload/v1654624393/monday-apps-marketplace/Azure%20DevOps/App_icon_8.png,Best seller,2.3,3,819
Integrations,SuperMail,Spot-nik,"Design automated emails with rich text, hyperlinks and attached files, directly from monday.com",https://dapulse-res.cloudinary.com/image/upload/v1688031637/monday-apps-marketplace/SuperMail/LOGO_BLUE.jpg,,5,12,1.3K
Integrations,E.S.L's FreshService Integration,E.S.L Software Systems L.t.d.,Create and Manage your FreshService Tickets & Service Requests from within monday.com,https://dapulse-res.cloudinary.com/image/upload/v1674669821/monday-apps-marketplace/E.S.L%27s%20FreshService/%D7%90%D7%99%D7%99%D7%A7%D7%95%D7%9F_%D7%A1%D7%95%D7%A4%D7%99.png,,5,12,110
Integrations,PhoneBurner,CarbonWeb,"Integrate PhoneBurner across your Work OS with a NEW Board View, 2-way Sync, Click-to-dial, and custom automations.",https://dapulse-res.cloudinary.com/image/upload/v1679837452/monday-apps-marketplace/Phone%20Burner/v2/Phoneburner_icon_-_White_bg_1_1.png,,5,10,883
Integrations,Teleboost,Boost Moveo LTD,"With Teleboost, you can send and receive Telegram messages directly from monday.com.",https://dapulse-res.cloudinary.com/image/upload/v1688652013/monday-apps-marketplace/Teleboost/Logo_green.png,,5,5,84
Integrations,Aircall,Aircall,The Aircall phone enhances call efficiency and automates call logging within monday.com CRM.,https://dapulse-res.cloudinary.com/image/upload/v1625059233/monday-apps-marketplace/aircall/aircall_iconA_green_rgb_192x19x.png,,5,4,2.3K
Integrations,BuzzCount for YouTube,Matrix Apps Team,"A simple, user-friendly way to track all of your YouTube data in one place.",https://dapulse-res.cloudinary.com/image/upload/v1659871849/monday-apps-marketplace/Buzzcount/buzz_icon.png,,5,3,262
Integrations,Ziflow,Ziflow LTD,"Easily share, review & track feedback on videos, images, documents and other creative assets.",https://dapulse-res.cloudinary.com/image/upload/v1638457655/monday-apps-marketplace/Ziflow/App_Icon_2.png,,4.9,28,920
Integrations,Integration for QuickBooks,"Platform Pioneers, LLC","Create, track & manage QuickBooks records directly in monday",https://dapulse-res.cloudinary.com/image/upload/v1654705923/monday-apps-marketplace/QuickBooks%20Integration/AIT_Logo_192x192.png,,4.1,21,2.2K
Integrations,Supermetrics,Supermetrics Oy,Supermetrics automatically pulls data from your marketing sources directly into monday.com,https://dapulse-res.cloudinary.com/image/upload/v1658152087/monday-apps-marketplace/SuperMetrics/supermetrics-icon_192x192_1.png,,3.8,9,2.7K
Integrations,GitLab for monday.com,Avisi Apps,Streamline teamwork with GitLab for monday.com,https://dapulse-res.cloudinary.com/image/upload/v1680164778/monday-apps-marketplace/Gitlab%20integration%20%28Avisi%29/v2/App_icon_transparant.png,,3.7,3,971
Integrations,DocuSign,"DocuSign, inc.",DocuSign is the world's #1 way to sign electronically and it is now available as an easy to use monday.com app,https://dapulse-res.cloudinary.com/image/upload/v1646925395/monday-apps-marketplace/DocuSign/DocuSign_Square_Logo.png,Editor's choice,3.5,13,8.6K
Integrations,PandaDoc,PandaDoc Inc.,"Create, track & send documents for eSignature in real-time - directly within your monday.com interface",https://dapulse-res.cloudinary.com/image/upload/v1619340376/monday-apps-marketplace/PandaDoc/PandaDoc.png,,2.5,4,5.2K
Integrations,Cash Flow - Collection,Engini.ai LTD,Automate & manage invoice collection processes,https://dapulse-res.cloudinary.com/image/upload/v1636992133/monday-apps-marketplace/Cash%20Flow/Logo_192.png,,2.3,3,1.2K
Integrations,Pipedrive,Pipedrive,"Synchronize your Pipedrive account with monday.com to manage your deals, contacts and activities and convert them into workflows.",https://dapulse-res.cloudinary.com/image/upload/v1633009333/pipedrive/Pipedrive_192.png,,1,3,3.5K
Integrations,Advanced Formula Booster,Exponenciel Inc.,Create formulas that can update any type of column.,https://dapulse-res.cloudinary.com/image/upload/v1697377236/monday-apps-marketplace/Advanced%20Formula%20Booster/booster_192_white.png,New,,,17
Integrations,Ecwid Integration,Keem Apps,The app integrates monday.com with Ecwid,https://dapulse-res.cloudinary.com/image/upload/v1697029924/monday-apps-marketplace/Ecwid%20Integration/Untitled_design_20.png,New,,,4
Integrations,Timely time tracking,Memory AS,Effortlessly manage time with automatic time tracking.,https://dapulse-res.cloudinary.com/image/upload/v1697027376/monday-apps-marketplace/Timely%20time%20tracking/timely-icon.png,New,,,69
Integrations,Wistia,Wistia,Leverage video in your marketing and project management workflows.,https://dapulse-res.cloudinary.com/image/upload/v1697025887/monday-apps-marketplace/Wistia/App_Icon_12.png,New,,,12
Integrations,Google Sheets Automations,Formula Lookout,Create automation from monday to Google Sheets and Embed for Quick Access!,https://dapulse-res.cloudinary.com/image/upload/v1695040875/monday-apps-marketplace/Google%20Sheets%20Automation/Untitled_design_1.jpg,New,,,162
Integrations,KoboToolbox,Kobo,Bring your KoboToolbox projects into monday.com,https://dapulse-res.cloudinary.com/image/upload/v1693916538/monday-apps-marketplace/KoboToolbox/app-icon_1_3.png,New,,,33
Integrations,Zoom Phone Integration for monday CRM,Get Report LLC,Start dialing with Zoom Phone directly from monday.com!,https://dapulse-res.cloudinary.com/image/upload/v1692895406/monday-apps-marketplace/Zoom%20phone%20Integration/zp_logo.png,,,,115
Integrations,Airtable Sync,BaruzoTech Private Limited,"Airtable Sync is a powerful integration tool that automates the synchronization of your Airtable data to Monday.com. Effortlessly streamline your workflow, eliminate manual transfers, and keep your Monday.com boards up to date.",https://dapulse-res.cloudinary.com/image/upload/v1692178117/monday-apps-marketplace/Airtable%20Sync/App_Icon_1_4.png,,,,46
Integrations,Chassis,Chassis Technologies Inc LLC,App allows users to push updates to their Chassis account for easier prioritization of projects.,https://dapulse-res.cloudinary.com/image/upload/v1691418519/monday-apps-marketplace/Chassis/Chassis_App_Logo.png,,,,19
Integrations,Microsoft Power Automate,Plugin Genie LLC,Integrate Power Automate with monday. Create objects and trigger Power Automate flows from events.,https://dapulse-res.cloudinary.com/image/upload/v1690953028/monday-apps-marketplace/Microsoft%20Power%20Automate/logo_8.png,,,,463
Integrations,Slack Integration by Appvibe,Appvibe,Connect Slack channels with your monday.com account and get selected notifications.,https://dapulse-res.cloudinary.com/image/upload/v1694097449/monday-apps-marketplace/Google%20Slides%20Integration/slack.png,,,,221
Integrations,HIVO,HIVO,Work more efficiently by bringing your HIVO library directly onto monday.com.,https://dapulse-res.cloudinary.com/image/upload/v1689679948/monday-apps-marketplace/HIVO/icon_11.png,,,,9
Integrations,RunGopher,Intellibot Trading Pty Ltd,"Send SMS automatically from monday, and let RunGopher drive conversations with AI",https://dapulse-res.cloudinary.com/image/upload/v1688044705/monday-apps-marketplace/RunGopher/rungopher-logo-red.png,,,,81
Integrations,Reports & Charts by AppVibe,Appvibe,Display reports and charts on your monday.com dashboards to see statistics of your boards.,https://dapulse-res.cloudinary.com/image/upload/v1694096038/monday-apps-marketplace/Reports%20and%20Charts%20-%20Bitband/V3/logo-without-text1.png,,,,235
Integrations,Auto Assign,Mikada,Power up your boards with Auto Assign! Unleash enhanced assignee automations for more productivity.,https://dapulse-res.cloudinary.com/image/upload/v1687166074/monday-apps-marketplace/Auto%20Assign/app_icon_4.png,,,,62
Integrations,Issue Sync - sync for Jira Cloud,Deviniti Sp. z o.o.,Combine Jira with monday.com and manage the projects comprehensively!,https://dapulse-res.cloudinary.com/image/upload/v1684417210/monday-apps-marketplace/Issue%20Sync/Logo_IS_for_monday_192_px-2.jpg,,,,207
Integrations,Adobe Experience Manager Integration,"CapabilityBlox, Inc.",Allows seamless synchronization of assets between monday.com and Adobe Experience Manager.,https://dapulse-res.cloudinary.com/image/upload/v1683712321/monday-apps-marketplace/Adobe%20Experience%20Manager%20Integration/icon_10.png,,,,24
Integrations,Azure DevOps Plugin,IdentifYou Technologies (OPC) Pvt Ltd,"Helps you to create, connect, comment and view discussion of Azure DevOps work items directly from monday.com",https://dapulse-res.cloudinary.com/image/upload/v1683195237/monday-apps-marketplace/AzureDevOps%20Plugin/monday.com_logo_transparent.png,,,,25
Integrations,Tableau Connector by Alpha Serve,Alpha Serve,Connect monday.com to Tableau and build comprehensive reports in minutes for data-driven decisions.,https://dapulse-res.cloudinary.com/image/upload/v1681916740/monday-apps-marketplace/Tableau%20Connector%20-%20Alpha%20Serve/logo_192x192_2.png,,,,130
Integrations,Shopify Integration,Keem Apps,The app integrates monday.com with Shopify which enables the management of Shop data in monday.com,https://dapulse-res.cloudinary.com/image/upload/v1681658101/monday-apps-marketplace/Shopify%20Integration/Untitled_design_13.png,,,,458
